Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2004;France;Champagne;Chardonnay Blanc de Blancs Brut;87;$46.00;Champagne;Nicolas Feuillatte 2004 Chardonnay Blanc de Blancs Brut Chardonnay (Champagne);Chardonnay;Nicolas Feuillatte
01/01/2004;Italy;Umbria;Villa Monte Vibiano;86;$12.00;Central Italy;Castello Monte Vibiano Vecchio 2004 Villa Monte Vibiano Sangiovese (Umbria);Sangiovese;Castello Monte Vibiano Vecchio
01/01/2004;Italy;Toscana;Biagio;84;$11.00;Tuscany;Castellani 2004 Biagio Sangiovese (Toscana);Sangiovese;Castellani
01/01/2004;Italy;Montescudaio;Vallino delle Conche;91;$26.00;Tuscany;La Regola 2004 Vallino delle Conche Red (Montescudaio);Red Blend;La Regola
01/01/2004;Italy;Trebbiano d'Abruzzo;Marina Cvetic;93;$50.00;Central Italy;Masciarelli 2004 Marina Cvetic (Trebbiano d'Abruzzo);Trebbiano;Masciarelli
01/01/2004;France;Corbiäres;êlevÇ en F«Øts de Ch«¶ne;90;$13.00;Languedoc-Roussillon;Domaine Serres Mazard 2004 êlevÇ en F«Øts de Ch«¶ne Red (Corbiäres);Rhìne-style Red Blend;Domaine Serres Mazard
01/01/2004;France;Alsace;Vieilles Vignes;89;$21.00;Alsace;Domaine Ehrhart 2004 Vieilles Vignes Riesling (Alsace);Riesling;Domaine Ehrhart
01/01/2004;Italy;Castel del Monte;Riserva 0,618;89;$75.00;Southern Italy;Santa Lucia 2004 Riserva 0,618 Nero di Troia (Castel del Monte);Nero di Troia;Santa Lucia
01/01/2004;Italy;Barbaresco;Vigna Giaia;90;$42.00;Piedmont;Pe're Alessandro 2004 Vigna Giaia (Barbaresco);Nebbiolo;Pe're Alessandro
01/01/2004;Italy;Bolgheri Sassicaia;Sassicaia;97;$190.00;Tuscany;Tenuta San Guido 2004 Sassicaia (Bolgheri Sassicaia);Red Blend;Tenuta San Guido
01/01/2004;Italy;Montepulciano d'Abruzzo;Ton«™;84;$70.00;Central Italy;Cataldi Madonna 2004 Ton«™ (Montepulciano d'Abruzzo);Montepulciano;Cataldi Madonna
01/01/2004;Italy;Barolo;Preve Riserva;92;$125.00;Piedmont;Gianni Gagliardo 2004 Preve Riserva (Barolo);Nebbiolo;Gianni Gagliardo
01/01/2004;Italy;Barolo;Riserva;91;$50.00;Piedmont;Villadoria 2004 Riserva (Barolo);Nebbiolo;Villadoria
01/01/2004;Italy;Taurasi;Vigna Macchia dei Goti;94;$60.00;Southern Italy;Antonio Caggiano 2004 Vigna Macchia dei Goti (Taurasi);Aglianico;Antonio Caggiano
01/01/2004;Italy;Castel del Monte;Riserva Le More;88;$44.00;Southern Italy;Santa Lucia 2004 Riserva Le More Uva di Troia (Castel del Monte);Uva di Troia;Santa Lucia
01/01/2004;Italy;Barolo;Vigna Cannubi;90;$90.00;Piedmont;Barale Fratelli 2004 Vigna Cannubi (Barolo);Nebbiolo;Barale Fratelli
01/01/2004;France;Champagne;CuvÇe Sir Winston Churchill Brut;97;$305.00;Champagne;Pol Roger 2004 CuvÇe Sir Winston Churchill Brut (Champagne);Champagne Blend;Pol Roger
01/01/2004;Italy;Salice Salentino;Riserva;87;$12.00;Southern Italy;Cantele 2004 Riserva Red (Salice Salentino);Red Blend;Cantele
01/01/2004;Italy;Bolgheri;Gaudo al Melo Rosso;91;$26.00;Tuscany;Podere Guado al Melo 2004 Gaudo al Melo Rosso (Bolgheri);Red Blend;Podere Guado al Melo
01/01/2004;Italy;Amarone della Valpolicella Classico;Mor¢pio;91;$60.00;Veneto;Antolini 2004 Mor¢pio (Amarone della Valpolicella Classico);Corvina, Rondinella, Molinara;Antolini
01/01/2004;Italy;Toscana;Tenuta Montebello Picconero;94;$130.00;Tuscany;Tolaini 2004 Tenuta Montebello Picconero Red (Toscana);Red Blend;Tolaini
01/01/2004;France;Cìtes de Provence;Villars-sur-Var;89;$42.00;Provence;Clos Saint-Joseph 2004 Villars-sur-Var Red (Cìtes de Provence);Rhìne-style Red Blend;Clos Saint-Joseph
01/01/2004;France;Vouvray;CuvÇe PrÇdilection;90;$20.00;Loire Valley;ChÉteau Moncontour 2004 CuvÇe PrÇdilection (Vouvray);Chenin Blanc;ChÉteau Moncontour
01/01/2004;Italy;Brunello di Montalcino;Villa al Cortile;89;$45.00;Tuscany;Piccini 2004 Villa al Cortile (Brunello di Montalcino);Sangiovese Grosso;Piccini
01/01/2004;Italy;Toscana;Il Carbonaione;92;$60.00;Tuscany;Poggio Scalette 2004 Il Carbonaione Sangiovese (Toscana);Sangiovese;Poggio Scalette
01/01/2004;Italy;Trentino;Riserva Talento;89;$18.00;Northeastern Italy;Rotari 2004 Riserva Talento Sparkling (Trentino);Sparkling Blend;Rotari
01/01/2004;France;Champagne;Grand Cru Blanc de Blancs RÇserve Brut;91;$48.00;Champagne;Chapuy 2004 Grand Cru Blanc de Blancs RÇserve Brut Chardonnay (Champagne);Chardonnay;Chapuy
01/01/2004;Italy;Toscana;Villa Puccini;84;$11.00;Tuscany;Villa Puccini 2004 Villa Puccini Sangiovese (Toscana);Sangiovese;Villa Puccini
01/01/2004;Italy;Barbaresco;Gaia Principe;85;$45.00;Piedmont;Prinsi 2004 Gaia Principe (Barbaresco);Nebbiolo;Prinsi
01/01/2004;Italy;Castel del Monte;Riserva Il Falcone;90;$33.00;Southern Italy;Rivera 2004 Riserva Il Falcone Red (Castel del Monte);Red Blend;Rivera
01/01/2004;Italy;Toscana;Giorgio Primo;93;$85.00;Tuscany;Fattoria La Massa 2004 Giorgio Primo Red (Toscana);Red Blend;Fattoria La Massa
01/01/2004;Italy;Langhe;Montegrilli;89;$27.00;Piedmont;Elvio Cogno 2004 Montegrilli Red (Langhe);Red Blend;Elvio Cogno
01/01/2004;Italy;Barolo;Persiera Riserva;93;$140.00;Piedmont;Josetta Saffirio 2004 Persiera Riserva (Barolo);Nebbiolo;Josetta Saffirio
01/01/2004;Italy;Civitella d'Agliano;La Tour a Civitella;90;$20.00;Central Italy;Sergio Mottura 2004 La Tour a Civitella (Civitella d'Agliano);Grechetto;Sergio Mottura
01/01/2004;Italy;Toscana;Casalferro;92;$49.00;Tuscany;Barone Ricasoli 2004 Casalferro Red (Toscana);Red Blend;Barone Ricasoli
01/01/2004;Italy;Sagrantino di Montefalco;Passito;87;$50.00;Central Italy;Antonelli 2004 Passito (Sagrantino di Montefalco);Sagrantino;Antonelli
01/01/2004;Italy;Sant'Antimo;Tavernelle;91;$41.00;Tuscany;Castello Banfi 2004 Tavernelle Cabernet Sauvignon (Sant'Antimo);Cabernet Sauvignon;Castello Banfi
01/01/2004;Italy;Sicilia;Tenuta di Budonetto Terre di Ottavia;87;$46.00;Sicily & Sardinia;Maurigi 2004 Tenuta di Budonetto Terre di Ottavia Pinot Nero (Sicilia);Pinot Nero;Maurigi
01/01/2004;Italy;Veneto;Decima Aurea;91;$52.00;Veneto;Tenuta Santa Maria alla Pieve 2004 Decima Aurea Merlot (Veneto);Merlot;Tenuta Santa Maria alla Pieve
01/01/2004;Italy;Trento;Brut PerlÇ;91;$32.00;Northeastern Italy;Ferrari 2004 Brut PerlÇ Chardonnay (Trento);Chardonnay;Ferrari
01/01/2004;Italy;Barolo;Monvigliero Riserva;94;$90.00;Piedmont;Castello di Verduno 2004 Monvigliero Riserva (Barolo);Nebbiolo;Castello di Verduno
01/01/2004;Italy;Sant'Antimo;Olmaia;95;$75.00;Tuscany;Col d'Orcia 2004 Olmaia Cabernet Sauvignon (Sant'Antimo);Cabernet Sauvignon;Col d'Orcia
01/01/2004;Italy;Brunello di Montalcino;Riserva;95;$120.00;Tuscany;Le Chiuse 2004 Riserva (Brunello di Montalcino);Sangiovese Grosso;Le Chiuse
01/01/2004;France;Vin Mousseux;Brut;83;$16.00;France Other;Patriarche Päre et Fils 2004 Brut Chardonnay (Vin Mousseux);Chardonnay;Patriarche Päre et Fils
01/01/2004;Italy;Montepulciano d'Abruzzo;Ursonia;90;$39.00;Central Italy;Il Feuduccio Di S. Maria D'Orni 2004 Ursonia (Montepulciano d'Abruzzo);Montepulciano;Il Feuduccio Di S. Maria D'Orni
01/01/2004;France;Pouilly-FumÇ;Haute DensitÇ;92;$99.00;Loire Valley;ChÉteau de Tracy 2004 Haute DensitÇ (Pouilly-FumÇ);Sauvignon Blanc;ChÉteau de Tracy
01/01/2004;France;Champagne;Brut MillÇsimÇ;94;$90.00;Champagne;Alfred Gratien 2004 Brut MillÇsimÇ (Champagne);Champagne Blend;Alfred Gratien
01/01/2004;Italy;Montescudaio;La Regola;93;$42.00;Tuscany;La Regola 2004 La Regola Cabernet Franc (Montescudaio);Cabernet Franc;La Regola
01/01/2004;Italy;Brunello di Montalcino;Riserva;92;$74.00;Tuscany;Terralsole 2004 Riserva (Brunello di Montalcino);Sangiovese Grosso;Terralsole
01/01/2004;Italy;Amarone della Valpolicella;Bosan;94;$106.00;Veneto;Cesari 2004 Bosan (Amarone della Valpolicella);Corvina, Rondinella, Molinara;Cesari
01/01/2004;France;Alsace;Schoenenbourg Grand Cru Vendanges Tardives;92;$80.00;Alsace;Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace);Riesling;Dopff & Irion
01/01/2004;Italy;Bolgheri;Le Grascete;86;$40.00;Tuscany;Le Grascete 2004 Le Grascete (Bolgheri);Red Blend;Le Grascete
01/01/2004;Italy;Toscana;Monteti;93;$60.00;Tuscany;Tenuta Monteti 2004 Monteti Red (Toscana);Red Blend;Tenuta Monteti
01/01/2004;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Casal di Serra Vecchie Vigne;89;$22.00;Central Italy;Umani Ronchi 2004 Casal di Serra Vecchie Vigne (Verdicchio dei Castelli di Jesi Classico Superiore);Verdicchio;Umani Ronchi
01/01/2004;Italy;Toscana;Violetta;90;$25.00;Tuscany;Tenuta di Ceppaiano 2004 Violetta Red (Toscana);Red Blend;Tenuta di Ceppaiano
01/01/2004;Italy;Toscana;Mantus;88;$42.00;Tuscany;M†tÇ 2004 Mantus Merlot (Toscana);Merlot;M†tÇ
01/01/2004;Italy;Toscana;Tuscany;87;$20.00;Tuscany;Kirkland Signature 2004 Tuscany Red (Toscana);Red Blend;Kirkland Signature
01/01/2004;France;Champagne;Grand Vintage;90;$66.00;Champagne;Boizel 2004 Grand Vintage (Champagne);Champagne Blend;Boizel
01/01/2004;Italy;Barbera d'Asti Superiore;Chers«™;87;$26.00;Piedmont;Tenimenti Ca' Bianca 2004 Chers«™ (Barbera d'Asti Superiore);Barbera;Tenimenti Ca' Bianca
01/01/2004;Italy;Maremma;Tenuta Belguardo;94;$60.00;Tuscany;Mazzei 2004 Tenuta Belguardo (Maremma);Red Blend;Mazzei
01/01/2004;France;Corbiäres;CuvÇe Merville;84;$11.00;Languedoc-Roussillon;ChÉteau Les Palais 2004 CuvÇe Merville Red (Corbiäres);Rhìne-style Red Blend;ChÉteau Les Palais
01/01/2004;Italy;Vin Santo del Chianti Classico;Occhio di Pernice;92;$65.00;Tuscany;Badia a Coltibuono 2004 Occhio di Pernice (Vin Santo del Chianti Classico);Sangiovese;Badia a Coltibuono
01/01/2004;France;Champagne;Quintessence Premier Cru Brut MillÇsime;94;$50.00;Champagne;Lelarge-Pugeot 2004 Quintessence Premier Cru Brut MillÇsime (Champagne);Champagne Blend;Lelarge-Pugeot
01/01/2004;Italy;Bolgheri;Patrimonio;86;$14.00;Tuscany;Antonino Tringali-Casanuova 2004 Patrimonio (Bolgheri);Red Blend;Antonino Tringali-Casanuova
01/01/2004;Italy;Brunello di Montalcino;Vigna di Pianrosso Santa Caterina d'Oro Riserva;87;$65.00;Tuscany;Ciacci Piccolomini d'Aragona 2004 Vigna di Pianrosso Santa Caterina d'Oro Riserva (Brunello di Montalcino);Sangiovese Grosso;Ciacci Piccolomini d'Aragona
01/01/2004;Italy;Barolo;Essenze Riserva;91;$90.00;Piedmont;Vite Colte 2004 Essenze Riserva (Barolo);Nebbiolo;Vite Colte
01/01/2004;Italy;Sicilia;N«™vuro;84;$13.00;Sicily & Sardinia;Feudo di Santa Tresa 2004 N«™vuro Red (Sicilia);Red Blend;Feudo di Santa Tresa
01/01/2004;Italy;Toscana;Rapace;92;$40.00;Tuscany;Uccelliera 2004 Rapace Red (Toscana);Red Blend;Uccelliera
01/01/2004;Italy;Barolo;Triumviratum Riserva;94;$117.00;Piedmont;Michele Chiarlo 2004 Triumviratum Riserva (Barolo);Nebbiolo;Michele Chiarlo
01/01/2004;Italy;Vino Spumante;Faiv Brut RosÇ Metodo Classico;85;$25.00;Italy Other;Tenuta CÖ du Russ 2004 Faiv Brut RosÇ Metodo Classico Nebbiolo (Vino Spumante);Nebbiolo;Tenuta CÖ du Russ
01/01/2004;Italy;Maremma;Poggio alla Guardia;86;$24.00;Tuscany;Rocca di Frassinello 2004 Poggio alla Guardia (Maremma);Red Blend;Rocca di Frassinello
01/01/2004;Italy;Franciacorta;Brut QuvÇe 15;91;$51.00;Lombardy;Quadra 2004 Brut QuvÇe 15 Sparkling (Franciacorta);Sparkling Blend;Quadra
01/01/2004;Italy;Toscana;Colle dei Mandorli;89;$35.00;Tuscany;Tenuta San Vito 2004 Colle dei Mandorli Merlot (Toscana);Merlot;Tenuta San Vito
01/01/2004;Italy;Chianti Classico;Riserva Novecento;91;$50.00;Tuscany;Dievole 2004 Riserva Novecento (Chianti Classico);Sangiovese;Dievole
01/01/2004;Italy;Gattinara;Riserva;90;$59.00;Piedmont;Travaglini 2004 Riserva (Gattinara);Nebbiolo;Travaglini
01/01/2004;Italy;Barolo;Bussia;90;$90.00;Piedmont;Prunotto 2004 Bussia (Barolo);Nebbiolo;Prunotto
01/01/2004;Italy;Chianti Classico;Riserva Vigna Casi;88;$46.00;Tuscany;Castello di Meleto 2004 Riserva Vigna Casi (Chianti Classico);Sangiovese;Castello di Meleto
01/01/2004;Italy;Veneto;Torre Pieve;88;$30.00;Veneto;Santa Maria 2004 Torre Pieve Chardonnay (Veneto);Chardonnay;Santa Maria
01/01/2004;France;Champagne;Blanc de Blancs Brut;91;$82.00;Champagne;Deutz 2004 Blanc de Blancs Brut Chardonnay (Champagne);Chardonnay;Deutz
01/01/2004;Italy;Montepulciano d'Abruzzo;Jorio;87;$14.00;Central Italy;Umani Ronchi 2004 Jorio (Montepulciano d'Abruzzo);Montepulciano;Umani Ronchi
01/01/2004;Italy;Brunello di Montalcino;Pian Bossolino Riserva;93;$80.00;Tuscany;Tenuta Poggio il Castellare 2004 Pian Bossolino Riserva (Brunello di Montalcino);Sangiovese Grosso;Tenuta Poggio il Castellare
01/01/2004;Italy;Sant'Antimo;Excelsus;93;$81.00;Tuscany;Castello Banfi 2004 Excelsus Red (Sant'Antimo);Red Blend;Castello Banfi
01/01/2004;Italy;Bolgheri Superiore;Vignarä;90;$45.00;Tuscany;Guicciardini Strozzi 2004 Vignarä (Bolgheri Superiore);Red Blend;Guicciardini Strozzi
01/01/2004;Italy;Taurasi;Bosco Faiano;89;$39.00;Southern Italy;I Capitani 2004 Bosco Faiano (Taurasi);Aglianico;I Capitani
01/01/2004;Italy;Aglianico del Vulture;Riserva Don Anselmo;92;$73.00;Southern Italy;Paternoster 2004 Riserva Don Anselmo (Aglianico del Vulture);Aglianico;Paternoster
01/01/2004;Italy;Veronese;La Poja;93;$90.00;Veneto;Allegrini 2004 La Poja Corvina (Veronese);Corvina;Allegrini
01/01/2004;France;Champagne;Brut;90;$69.00;Champagne;Deutz 2004 Brut (Champagne);Champagne Blend;Deutz
01/01/2004;Italy;Barolo;Albe;88;$45.00;Piedmont;G D Vajra 2004 Albe (Barolo);Nebbiolo;G D Vajra
01/01/2004;Italy;Brunello di Montalcino;Vigna di Pianrosso Santa Caterina d'Oro Riserva;87;$65.00;Tuscany;Ciacci Piccolomini d'Aragona 2004 Vigna di Pianrosso Santa Caterina d'Oro Riserva (Brunello di Montalcino);Sangiovese Grosso;Ciacci Piccolomini d'Aragona
01/01/2004;France;Champagne;Brut MillesimÇ;94;$80.00;Champagne;Taittinger 2004 Brut MillesimÇ (Champagne);Champagne Blend;Taittinger
01/01/2005;France;Saint-Joseph;Le Grand PompÇe;86;$34.00;Rhìne Valley;Paul Jaboulet AånÇ 2005 Le Grand PompÇe (Saint-Joseph);Syrah;Paul Jaboulet AånÇ
01/01/2005;Italy;Salice Salentino;Riserva Vereto;86;$14.00;Southern Italy;Agricole Vallone 2005 Riserva Vereto Red (Salice Salentino);Red Blend;Agricole Vallone
01/01/2005;Italy;Amarone della Valpolicella Classico;Vigneti di Osan;93;$70.00;Veneto;Corteforte 2005 Vigneti di Osan (Amarone della Valpolicella Classico);Red Blend;Corteforte
01/01/2005;France;Cahors;Zette Rouge;88;$9.00;Southwest France;ChÉteau LagrÇzette 2005 Zette Rouge Malbec (Cahors);Malbec;ChÉteau LagrÇzette
01/01/2005;France;Champagne;Oenophile Premier Cru Blanc de Blancs Extra Brut;92;$72.00;Champagne;Pierre Gimonnet et Fils 2005 Oenophile Premier Cru Blanc de Blancs Extra Brut Chardonnay (Champagne);Chardonnay;Pierre Gimonnet et Fils
01/01/2005;Italy;Montefalco;Rosso;84;$28.00;Central Italy;Cantine Novelli 2005 Rosso (Montefalco);Red Blend;Cantine Novelli
01/01/2005;France;Beaune;Gräves Premier Cru;93;$75.00;Burgundy;Chanson Päre et Fils 2005 Gräves Premier Cru (Beaune);Pinot Noir;Chanson Päre et Fils
01/01/2005;Italy;Barolo;Terlo Ravera;91;$50.00;Piedmont;Marziano Abbona 2005 Terlo Ravera (Barolo);Nebbiolo;Marziano Abbona
01/01/2005;France;Vin de Pays Var;Cyrano;87;$18.00;Provence;ChÉteau Routas 2005 Cyrano Syrah (Vin de Pays Var);Syrah;ChÉteau Routas
01/01/2005;France;Vosne-RomanÇe;Beaux-Monts Premier Cru;93;$125.00;Burgundy;Domaine Moillard 2005 Beaux-Monts Premier Cru (Vosne-RomanÇe);Pinot Noir;Domaine Moillard
01/01/2005;Italy;Sicilia;Santa Cecilia;91;$39.00;Sicily & Sardinia;Planeta 2005 Santa Cecilia Nero d'Avola (Sicilia);Nero d'Avola;Planeta
01/01/2005;Italy;Bolgheri;Coronato;92;$70.00;Tuscany;Tenuta di Biserno 2005 Coronato (Bolgheri);Red Blend;Tenuta di Biserno
01/01/2005;Italy;Toscana;Poggioncino;88;$25.00;Tuscany;Bocelli 2005 Poggioncino Red (Toscana);Red Blend;Bocelli
01/01/2005;France;Chablis;VaudÇsir Grand Cru;93;$86.00;Burgundy;William Fävre 2005 VaudÇsir Grand Cru (Chablis);Chardonnay;William Fävre
01/01/2005;France;Volnay;Santenots Premier Cru;92;$95.00;Burgundy;Pierre Morey 2005 Santenots Premier Cru (Volnay);Pinot Noir;Pierre Morey
01/01/2005;France;Arbois;Vin Jaune;90;$70.00;France Other;FrÇdÇric Lornet 2005 Vin Jaune Savagnin (Arbois);Savagnin;FrÇdÇric Lornet
01/01/2005;Italy;Barolo;Brunate;93;$58.00;Piedmont;Marcarini 2005 Brunate (Barolo);Nebbiolo;Marcarini
01/01/2005;Italy;Salento;Rocca Normanna Le Sciare;86;$10.00;Southern Italy;Cantine Due Palme 2005 Rocca Normanna Le Sciare Primitivo (Salento);Primitivo;Cantine Due Palme
01/01/2005;France;;Vieilles Vignes;89;$16.00;Languedoc-Roussillon;Domaine de Nizas 2005 Vieilles Vignes Carignan;Carignan;Domaine de Nizas
01/01/2005;Italy;Barbera d'Alba;Torriglione;87;$17.00;Piedmont;Renato Ratti 2005 Torriglione (Barbera d'Alba);Barbera;Renato Ratti
01/01/2005;Italy;Salento;Terra S. Giovanni;81;$14.00;Southern Italy;Valle dell'Asso 2005 Terra S. Giovanni Primitivo (Salento);Primitivo;Valle dell'Asso
01/01/2005;Italy;Amarone della Valpolicella Classico;Riserva;94;$135.00;Veneto;Venturini Massimino 2005 Riserva (Amarone della Valpolicella Classico);Red Blend;Venturini Massimino
01/01/2005;Italy;Dolcetto d'Alba;Madonna di Como;86;$21.00;Piedmont;Pietro Rinaldi 2005 Madonna di Como (Dolcetto d'Alba);Dolcetto;Pietro Rinaldi
01/01/2005;France;Buzet;Baron d'Ardeuil Vieilles Vignes;88;$17.00;Southwest France;Vignerons de Buzet 2005 Baron d'Ardeuil Vieilles Vignes Red (Buzet);Bordeaux-style Red Blend;Vignerons de Buzet
01/01/2005;Italy;Salento;Masseria Maime;90;$34.00;Southern Italy;Tormaresca 2005 Masseria Maime Negroamaro (Salento);Negroamaro;Tormaresca
01/01/2005;France;Coteaux Varois;Infernet;86;$13.00;Provence;ChÉteau Routas 2005 Infernet Red (Coteaux Varois);Rhìne-style Red Blend;ChÉteau Routas
01/01/2005;Italy;Colli Orientali del Friuli;Plus;91;$75.00;Northeastern Italy;Bastianich 2005 Plus Tocai Friulano (Colli Orientali del Friuli);Tocai Friulano;Bastianich
01/01/2005;Italy;Toscana;L'Aspetto;88;$24.00;Tuscany;Fattoria Fibbiano 2005 L'Aspetto Red (Toscana);Red Blend;Fattoria Fibbiano
01/01/2005;Italy;Sicilia;Ceuso;90;$40.00;Sicily & Sardinia;Ceuso 2005 Ceuso Red (Sicilia);Red Blend;Ceuso
01/01/2005;Italy;Amarone della Valpolicella Classico;Leone Zardini;91;$60.00;Veneto;Pietro Zardini 2005 Leone Zardini (Amarone della Valpolicella Classico);Corvina, Rondinella, Molinara;Pietro Zardini
01/01/2005;Italy;Venezia Giulia;Amfora;94;$120.00;Northeastern Italy;Gravner 2005 Amfora Ribolla Gialla (Venezia Giulia);Ribolla Gialla;Gravner
01/01/2005;France;Minervois La Liviniere;Old Vine;88;$36.00;Languedoc-Roussillon;ChÉteau Maris 2005 Old Vine Syrah (Minervois La Liviniere);Syrah;ChÉteau Maris
01/01/2005;Italy;Bardolino Classico Superiore;Podere Monte Maggiore;86;$13.00;Veneto;Gorgo 2005 Podere Monte Maggiore (Bardolino Classico Superiore);Red Blend;Gorgo
01/01/2005;Italy;Asti;De Miranda;90;$90.00;Piedmont;Contratto 2005 De Miranda Moscato (Asti);Moscato;Contratto
01/01/2005;France;Vin de Pays d'Oc;Kosher;81;$13.00;Languedoc-Roussillon;Fortant 2005 Kosher Chardonnay (Vin de Pays d'Oc);Chardonnay;Fortant
01/01/2005;France;Cornas;Terres BrulÇes;93;$78.00;Rhìne Valley;Jean-Luc Colombo 2005 Terres BrulÇes (Cornas);Syrah;Jean-Luc Colombo
01/01/2005;France;Pouilly-FumÇ;Mademoiselle de T;88;$25.00;Loire Valley;ChÉteau de Tracy 2005 Mademoiselle de T (Pouilly-FumÇ);Sauvignon Blanc;ChÉteau de Tracy
01/01/2005;Italy;Veronese;Jäma;90;$49.00;Veneto;Cesari 2005 Jäma Corvina (Veronese);Corvina;Cesari
01/01/2005;France;Chablis;Les Blanchots Grand Cru;93;$60.00;Burgundy;Domaine Laroche 2005 Les Blanchots Grand Cru (Chablis);Chardonnay;Domaine Laroche
01/01/2005;Italy;Brunello di Montalcino;Gorelli;88;$65.00;Tuscany;Le Potazzine 2005 Gorelli (Brunello di Montalcino);Sangiovese Grosso;Le Potazzine
01/01/2005;France;Champagne;Clos des Bouveries Blanc de Blancs Brut;91;$65.00;Champagne;Duval-Leroy 2005 Clos des Bouveries Blanc de Blancs Brut Chardonnay (Champagne);Chardonnay;Duval-Leroy
01/01/2005;Italy;Montepulciano d'Abruzzo;Piä delle Vigne Cerasuolo Rosä;87;$40.00;Central Italy;Cataldi Madonna 2005 Piä delle Vigne Cerasuolo Rosä (Montepulciano d'Abruzzo);Montepulciano;Cataldi Madonna
01/01/2005;Italy;Vernaccia di San Gimignano;Santa Chiara;85;$15.00;Tuscany;Palagetto 2005 Santa Chiara (Vernaccia di San Gimignano);Vernaccia;Palagetto
01/01/2005;Italy;Toscana;Romitorio di Santedame;92;$80.00;Tuscany;Ruffino 2005 Romitorio di Santedame Red (Toscana);Red Blend;Ruffino
01/01/2005;Italy;Colline Novaresi;Spanna;86;$18.00;Piedmont;Dessilani 2005 Spanna Nebbiolo (Colline Novaresi);Nebbiolo;Dessilani
01/01/2005;Italy;Orcia;Petrucci;90;$175.00;Tuscany;Podere Forte 2005 Petrucci Sangiovese (Orcia);Sangiovese;Podere Forte
01/01/2005;Italy;Calabria;Arvino;88;$21.00;Southern Italy;Statti 2005 Arvino Red (Calabria);Red Blend;Statti
01/01/2005;Italy;Aglianico del Vulture;Damaschito;90;$35.00;Southern Italy;Lucania 2005 Damaschito (Aglianico del Vulture);Aglianico;Lucania
01/01/2005;France;Chablis;VaudÇsir Grand Cru;92;$70.00;Burgundy;Pascal Bouchard 2005 VaudÇsir Grand Cru (Chablis);Chardonnay;Pascal Bouchard
01/01/2005;France;Alsace;CuvÇe CÇcile;91;$31.00;Alsace;Lucien Albrecht 2005 CuvÇe CÇcile Pinot Gris (Alsace);Pinot Gris;Lucien Albrecht
01/01/2005;Italy;Isola dei Nuraghi;Turriga;90;$80.00;Sicily & Sardinia;Argiolas 2005 Turriga Red (Isola dei Nuraghi);Red Blend;Argiolas
01/01/2005;Italy;Monteregio di Massa Marittima;Sassabruna;90;$30.00;Tuscany;Rocca di Montemassi 2005 Sassabruna (Monteregio di Massa Marittima);Sangiovese;Rocca di Montemassi
