Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2015;France;CrÇmant d'Alsace;RosÇ;89;$25.00;Alsace;Domaine Specht 2015 RosÇ Sparkling (CrÇmant d'Alsace);Sparkling Blend;Domaine Specht
01/01/2015;France;Cìtes de Provence;Nationale 7;87;$20.00;Provence;Xavier Flouret 2015 Nationale 7 RosÇ (Cìtes de Provence);RosÇ;Xavier Flouret
01/01/2015;Italy;Vino Spumante;Nostra Signora della Neve;89;$35.00;Italy Other;G D Vajra 2015 Nostra Signora della Neve Sparkling (Vino Spumante);Sparkling Blend;G D Vajra
01/01/2015;France;Bordeaux SupÇrieur;CuvÇe Prestige;87;$32.00;Bordeaux;ChÉteau Tayet 2015 CuvÇe Prestige (Bordeaux SupÇrieur);Bordeaux-style Red Blend;ChÉteau Tayet
01/01/2015;Italy;;La Luna e i Falï;89;$35.00;Piedmont;Vite Colte 2015 La Luna e i Falï Barbera;Barbera;Vite Colte
01/01/2015;France;Blaye Cìtes de Bordeaux;Grande RÇserve;91;$17.00;Bordeaux;ChÉteau la Croix Saint-Pierre 2015 Grande RÇserve (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau la Croix Saint-Pierre
01/01/2015;France;Cìtes de Provence;VieVitÇ;88;$20.00;Provence;Domaine Sainte-Marie 2015 VieVitÇ RosÇ (Cìtes de Provence);RosÇ;Domaine Sainte-Marie
01/01/2015;France;Beaujolais-Villages;Prestige;85;$15.00;Beaujolais;Cave du ChÉteau des Loges 2015 Prestige (Beaujolais-Villages);Gamay;Cave du ChÉteau des Loges
01/01/2015;France;MÉcon-Verze;Croix-Jarrier;88;$25.00;Burgundy;Vignerons des Terres Secrätes 2015 Croix-Jarrier (MÉcon-Verze);Chardonnay;Vignerons des Terres Secrätes
01/01/2015;France;Bordeaux;Chai de Bordes;85;$13.00;Bordeaux;Cheval Quancard 2015 Chai de Bordes (Bordeaux);Bordeaux-style Red Blend;Cheval Quancard
01/01/2015;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Il Bacco;86;$16.00;Central Italy;Fattoria Coroncino 2015 Il Bacco (Verdicchio dei Castelli di Jesi Classico Superiore);Verdicchio;Fattoria Coroncino
01/01/2015;France;Morgon;Flower Label;87;$20.00;Beaujolais;Georges Duboeuf 2015 Flower Label (Morgon);Gamay;Georges Duboeuf
01/01/2015;France;Coteaux du Giennois;Champ Gibault;88;$35.00;Loire Valley;Florian Roblin 2015 Champ Gibault Pinot Noir-Gamay (Coteaux du Giennois);Pinot Noir-Gamay;Florian Roblin
01/01/2015;France;Alsace;Kirchberg de Ribeauville Grand Cru;92;$33.00;Alsace;AndrÇ Kientzler 2015 Kirchberg de Ribeauville Grand Cru Pinot Gris (Alsace);Pinot Gris;AndrÇ Kientzler
01/01/2015;France;Muscadet;Passeport Lobster & Shrimp;86;$10.00;Loire Valley;Barton & Guestier 2015 Passeport Lobster & Shrimp (Muscadet);Melon;Barton & Guestier
01/01/2015;Italy;Toscana;Fufluna;87;$20.00;Tuscany;Tenuta Poggio Rosso 2015 Fufluna Red (Toscana);Red Blend;Tenuta Poggio Rosso
01/01/2015;Italy;Bolgheri;Campo al Mare;88;$32.00;Tuscany;Ambrogio e Giovanni Folonari 2015 Campo al Mare (Bolgheri);Red Blend;Ambrogio e Giovanni Folonari
01/01/2015;Italy;Collio;BrÖtinis;90;$20.00;Northeastern Italy;Gradis'ciutta 2015 BrÖtinis White (Collio);White Blend;Gradis'ciutta
01/01/2015;France;Sauternes;Lafleur Mallet;87;$16.00;Bordeaux;Cheval Quancard 2015 Lafleur Mallet (Sauternes);Bordeaux-style White Blend;Cheval Quancard
01/01/2015;Italy;Vernaccia di San Gimignano;Principe Strozzi;88;$18.00;Tuscany;Guicciardini Strozzi 2015 Principe Strozzi (Vernaccia di San Gimignano);Vernaccia;Guicciardini Strozzi
01/01/2015;Italy;Soave;Runcaris;88;$13.00;Veneto;Fattori 2015 Runcaris (Soave);Garganega;Fattori
01/01/2015;France;Juranáon Sec;Pierre de Lune;90;$30.00;Southwest France;Domaine Nigri 2015 Pierre de Lune (Juranáon Sec);Gros and Petit Manseng;Domaine Nigri
01/01/2015;France;Cìtes de Provence;Premiäre de Figuiäre;91;$29.00;Provence;Domaine Saint-AndrÇ de Figuiäre 2015 Premiäre de Figuiäre RosÇ (Cìtes de Provence);RosÇ;Domaine Saint-AndrÇ de Figuiäre
01/01/2015;Italy;Toscana;Farnito;87;$25.00;Tuscany;Carpineto 2015 Farnito Chardonnay (Toscana);Chardonnay;Carpineto
01/01/2015;France;Alsace;Wineck-Schlossberg Grand Cru;94;$44.00;Alsace;Jean-Marc Bernhard 2015 Wineck-Schlossberg Grand Cru Riesling (Alsace);Riesling;Jean-Marc Bernhard
01/01/2015;France;Sancerre;Tradition;86;$24.00;Loire Valley;Hubert Brochard 2015 Tradition (Sancerre);Sauvignon Blanc;Hubert Brochard
01/01/2015;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Versiano;90;$15.00;Central Italy;Vignamato 2015 Versiano (Verdicchio dei Castelli di Jesi Classico Superiore);Verdicchio;Vignamato
01/01/2015;France;Bordeaux Blanc;Mouton Cadet;86;$11.00;Bordeaux;Baron Philippe de Rothschild 2015 Mouton Cadet (Bordeaux Blanc);Bordeaux-style White Blend;Baron Philippe de Rothschild
01/01/2015;Italy;Sicilia;Timpune;89;$15.00;Sicily & Sardinia;Caruso & Minini 2015 Timpune Grillo (Sicilia);Grillo;Caruso & Minini
01/01/2015;France;Sancerre;Ch«¶ne Marchand;92;$27.00;Loire Valley;Pierre Morin 2015 Ch«¶ne Marchand (Sancerre);Sauvignon Blanc;Pierre Morin
01/01/2015;France;Cìte Chalonnaise;Mont-Avril;88;$24.00;Burgundy;Domaine Michel Goubard 2015 Mont-Avril (Cìte Chalonnaise);Pinot Noir;Domaine Michel Goubard
01/01/2015;France;Fleurie;Le Vivier;91;$22.00;Beaujolais;Domaine de Grand Garant 2015 Le Vivier (Fleurie);Gamay;Domaine de Grand Garant
01/01/2015;France;Meursault;Goutte d'Or Premier Cru;93;$90.00;Burgundy;Louis Latour 2015 Goutte d'Or Premier Cru (Meursault);Chardonnay;Louis Latour
01/01/2015;France;Marcillac;Lo Sang del Paãs;87;$18.00;Southwest France;Domaine du Cros 2015 Lo Sang del Paãs (Marcillac);Fer Servadou;Domaine du Cros
01/01/2015;France;Moulin-Ö-Vent;Vieilles Vignes Hommage Ö La Rochelle;90;$25.00;Beaujolais;Domaine Gerard Charvet 2015 Vieilles Vignes Hommage Ö La Rochelle (Moulin-Ö-Vent);Gamay;Domaine Gerard Charvet
01/01/2015;France;JuliÇnas;Les Capitans;92;$25.00;Beaujolais;Trenel Fils 2015 Les Capitans (JuliÇnas);Gamay;Trenel Fils
01/01/2015;France;Muscadet Sävre et Maine;Sur Lie;86;$13.00;Loire Valley;Domaine du Colombier 2015 Sur Lie (Muscadet Sävre et Maine);Melon;Domaine du Colombier
01/01/2015;France;Sable de Camargue;Domaine le Pive Gris;86;$16.00;Languedoc-Roussillon;Vignobles Jeanjean 2015 Domaine le Pive Gris RosÇ (Sable de Camargue);RosÇ;Vignobles Jeanjean
01/01/2015;France;Savigny-läs-Beaune;Planchots;91;$50.00;Burgundy;Jean-Claude Boisset 2015 Planchots (Savigny-läs-Beaune);Pinot Noir;Jean-Claude Boisset
01/01/2015;France;Vin de France;Gabriel Chardonnay-Gros Manseng;86;$10.00;France Other;Gabriel Meffre 2015 Gabriel Chardonnay-Gros Manseng White (Vin de France);White Blend;Gabriel Meffre
01/01/2015;France;Alsace;Les Princes AbbÇs;89;$27.00;Alsace;Domaines Schlumberger 2015 Les Princes AbbÇs Pinot Noir (Alsace);Pinot Noir;Domaines Schlumberger
01/01/2015;France;Savigny-läs-Beaune;Les Vergelsess Premier Cru;90;$58.00;Burgundy;Domaine Franáoise AndrÇ 2015 Les Vergelsess Premier Cru (Savigny-läs-Beaune);Pinot Noir;Domaine Franáoise AndrÇ
01/01/2015;France;Pouilly-FuissÇ;Vers Cras;90;$50.00;Burgundy;ChÉteau de Beauregard 2015 Vers Cras (Pouilly-FuissÇ);Chardonnay;ChÉteau de Beauregard
01/01/2015;France;Chablis;Vau de Vey Premier Cru;92;$32.00;Burgundy;Jean-Marc Brocard 2015 Vau de Vey Premier Cru (Chablis);Chardonnay;Jean-Marc Brocard
01/01/2015;France;Sancerre;Domaine des Cìtes Blanches;87;$26.00;Loire Valley;Franáois Millet 2015 Domaine des Cìtes Blanches (Sancerre);Pinot Noir;Franáois Millet
01/01/2015;France;Fleurie;Granits RosÇs;90;$21.00;Beaujolais;Domaine de Bel Air 2015 Granits RosÇs (Fleurie);Gamay;Domaine de Bel Air
01/01/2015;France;Bordeaux RosÇ;ChÉteau Lalande Bellevue;88;$16.00;Bordeaux;Vignerons de Tutiac 2015 ChÉteau Lalande Bellevue RosÇ (Bordeaux RosÇ);RosÇ;Vignerons de Tutiac
01/01/2015;Italy;Valdobbiadene Superiore di Cartizze;Cartizze Vigna La Rivetta;91;$45.00;Veneto;Villa Sandi 2015 Cartizze Vigna La Rivetta (Valdobbiadene Superiore di Cartizze);Glera;Villa Sandi
01/01/2015;France;Blaye Cìtes de Bordeaux;ChÉteau la Croix Saint-Pierre Blanc de la Croix Saint-Pierre;84;$15.00;Bordeaux;Vignobles Carreau Selection 2015 ChÉteau la Croix Saint-Pierre Blanc de la Croix Saint-Pierre (Blaye Cìtes de Bordeaux);Bordeaux-style White Blend;Vignobles Carreau Selection
01/01/2015;Italy;Etna;Bianco;89;$21.00;Sicily & Sardinia;Pietradolce 2015 Bianco (Etna);Carricante;Pietradolce
01/01/2015;Italy;Prosecco;Col Fondo;90;$23.00;Veneto;Ca' dei Zago 2015 Col Fondo (Prosecco);White Blend;Ca' dei Zago
01/01/2015;France;Bordeaux Blanc;Les Portes de Bordeaux;85;$8.00;Bordeaux;Saveur des Vins de France 2015 Les Portes de Bordeaux (Bordeaux Blanc);Bordeaux-style White Blend;Saveur des Vins de France
01/01/2015;France;Chorey-läs-Beaune;Les Beaumonts;90;$35.00;Burgundy;Domaine Arnoux Päre et Fils 2015 Les Beaumonts (Chorey-läs-Beaune);Pinot Noir;Domaine Arnoux Päre et Fils
01/01/2015;Italy;Campi Flegrei;Imperatrice;88;$17.00;Southern Italy;Cantine Astroni 2015 Imperatrice Falanghina (Campi Flegrei);Falanghina;Cantine Astroni
01/01/2015;France;Saint-Nicolas-de-Bourgueil;Les Gravilices;91;$27.00;Loire Valley;Domaine Amirault 2015 Les Gravilices (Saint-Nicolas-de-Bourgueil);Cabernet Franc;Domaine Amirault
01/01/2015;France;Cìtes de Gascogne;Java by Chiroulet;84;$9.00;Southwest France;Domaine Chiroulet 2015 Java by Chiroulet Red (Cìtes de Gascogne);Red Blend;Domaine Chiroulet
01/01/2015;France;Auxey-Duresses;Les Ecussaux Premier Cru;89;$45.00;Burgundy;Domaine Jessiaume 2015 Les Ecussaux Premier Cru (Auxey-Duresses);Chardonnay;Domaine Jessiaume
01/01/2015;France;Coteaux d'Aix-en-Provence;Baron Maxime;88;$15.00;Provence;ChÉteau de BeauprÇ 2015 Baron Maxime RosÇ (Coteaux d'Aix-en-Provence);RosÇ;ChÉteau de BeauprÇ
01/01/2015;France;Cìtes de Bordeaux;7äme GÇnÇration;88;$25.00;Bordeaux;ChÉteau de Cranne 2015 7äme GÇnÇration (Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau de Cranne
01/01/2015;France;Sancerre;Les L-O;93;$34.00;Loire Valley;Michel Vattan 2015 Les L-O (Sancerre);Sauvignon Blanc;Michel Vattan
01/01/2015;France;Cìtes de Gascogne;Classic;85;$12.00;Southwest France;Domaine du Tariquet 2015 Classic White (Cìtes de Gascogne);White Blend;Domaine du Tariquet
01/01/2015;France;Beaujolais;Terra Iconia;84;$12.00;Beaujolais;Vignerons des Pierres DorÇes 2015 Terra Iconia (Beaujolais);Gamay;Vignerons des Pierres DorÇes
01/01/2015;France;Alsace;Prestige;88;$13.00;Alsace;Cave de Cleebourg 2015 Prestige Riesling (Alsace);Riesling;Cave de Cleebourg
01/01/2015;France;Cìtes de Provence;La Sangliäre;87;$17.00;Provence;Domaine de la Sangliäre 2015 La Sangliäre RosÇ (Cìtes de Provence);RosÇ;Domaine de la Sangliäre
01/01/2015;Italy;Montepulciano d'Abruzzo;Colle Morino;85;$13.00;Central Italy;Barba 2015 Colle Morino (Montepulciano d'Abruzzo);Montepulciano;Barba
01/01/2015;Italy;Terre Siciliane;Scurati;88;$16.00;Sicily & Sardinia;Ceuso 2015 Scurati Nero d'Avola (Terre Siciliane);Nero d'Avola;Ceuso
01/01/2015;France;Morgon;Domaine Mont Chavy;88;$20.00;Beaujolais;Georges Duboeuf 2015 Domaine Mont Chavy (Morgon);Gamay;Georges Duboeuf
01/01/2015;France;Alsace;H Vieilles Vignes;90;$43.00;Alsace;Josmeyer 2015 H Vieilles Vignes Pinot Auxerrois (Alsace);Pinot Auxerrois;Josmeyer
01/01/2015;France;Madiran;Aydie L'Origine;90;$14.00;Southwest France;Famille Laplace 2015 Aydie L'Origine Tannat-Cabernet Franc (Madiran);Tannat-Cabernet Franc;Famille Laplace
01/01/2015;Italy;Toscana;Dinostro;87;$20.00;Tuscany;Podere Il Castellaccio 2015 Dinostro Sangiovese (Toscana);Sangiovese;Podere Il Castellaccio
01/01/2015;France;Beaujolais;Vieilles Vignes;87;$15.00;Beaujolais;Domaine de la PrÇbende 2015 Vieilles Vignes (Beaujolais);Gamay;Domaine de la PrÇbende
01/01/2015;Italy;Romagna;Notturno;87;$16.00;Central Italy;Drei DonÖ 2015 Notturno Red (Romagna);Red Blend;Drei DonÖ
01/01/2015;France;Bergerac;Tour des Gendres;88;$14.00;Southwest France;ChÉteau Tour des Gendres 2015 Tour des Gendres Red (Bergerac);Bordeaux-style Red Blend;ChÉteau Tour des Gendres
01/01/2015;France;Mercurey;Buissonnier;87;$20.00;Burgundy;Vignerons de Buxy 2015 Buissonnier (Mercurey);Pinot Noir;Vignerons de Buxy
01/01/2015;France;Vosne-RomanÇe;Domaine du Clos Frantin Les Malconsorts Premier Cru;95;$195.00;Burgundy;Albert Bichot 2015 Domaine du Clos Frantin Les Malconsorts Premier Cru (Vosne-RomanÇe);Pinot Noir;Albert Bichot
01/01/2015;France;Bordeaux;Classic;85;$15.00;Bordeaux;ChÉteau Lauduc 2015 Classic (Bordeaux);Bordeaux-style Red Blend;ChÉteau Lauduc
01/01/2015;France;Bordeaux Blanc;ChÉteau Terres Douces;88;$10.00;Bordeaux;Vignobles Bonhur 2015 ChÉteau Terres Douces (Bordeaux Blanc);Bordeaux-style White Blend;Vignobles Bonhur
01/01/2015;France;Bordeaux;ChÉteau des Trois Tours;84;$11.00;Bordeaux;Maison Hebrard 2015 ChÉteau des Trois Tours (Bordeaux);Bordeaux-style Red Blend;Maison Hebrard
01/01/2015;France;Alsace;Moenchberg Grand Cru;94;$33.00;Alsace;Marc Kreydenweiss 2015 Moenchberg Grand Cru Pinot Gris (Alsace);Pinot Gris;Marc Kreydenweiss
01/01/2015;France;Alsace;Roche Calcaire;94;$55.00;Alsace;Domaine Zind-Humbrecht 2015 Roche Calcaire Riesling (Alsace);Riesling;Domaine Zind-Humbrecht
01/01/2015;France;Vouvray;Sec;92;$25.00;Loire Valley;Domaine Vincent Car«¶me 2015 Sec (Vouvray);Chenin Blanc;Domaine Vincent Car«¶me
01/01/2015;France;Pouilly-FuissÇ;Collection;87;$50.00;Burgundy;L. Tramier & Fils 2015 Collection (Pouilly-FuissÇ);Chardonnay;L. Tramier & Fils
01/01/2015;France;Muscadet Sävre et Maine;CuvÇe du MillÇnaire Sur Lie;88;$18.00;Loire Valley;Marquis de Goulaine 2015 CuvÇe du MillÇnaire Sur Lie (Muscadet Sävre et Maine);Melon;Marquis de Goulaine
01/01/2015;France;Cìtes du Rhìne;Homage to Heritage;83;$10.00;Rhìne Valley;H to H 2015 Homage to Heritage RosÇ (Cìtes du Rhìne);RosÇ;H to H
01/01/2015;Italy;Soave Classico;Monte di Fice;93;$20.00;Veneto;I Stefanini 2015 Monte di Fice (Soave Classico);Garganega;I Stefanini
01/01/2015;France;Cìtes de Provence;Love by Roseline;89;$18.00;Provence;ChÉteau Sainte Roseline 2015 Love by Roseline RosÇ (Cìtes de Provence);RosÇ;ChÉteau Sainte Roseline
01/01/2015;France;Cìtes du Lot;Gouleyant Malbec;84;$11.00;Southwest France;Georges Vigouroux 2015 Gouleyant Malbec RosÇ (Cìtes du Lot);RosÇ;Georges Vigouroux
01/01/2015;Italy;Greco di Tufo;Tornante;89;$38.00;Southern Italy;Vadiaperti 2015 Tornante (Greco di Tufo);Greco;Vadiaperti
01/01/2015;France;Cìtes de Bergerac;La Gloire de Mon Päre;91;$23.00;Southwest France;ChÉteau Tour des Gendres 2015 La Gloire de Mon Päre Red (Cìtes de Bergerac);Bordeaux-style Red Blend;ChÉteau Tour des Gendres
01/01/2015;France;Alsace;CuvÇe Engel;90;$22.00;Alsace;Domaine Fernand Engel 2015 CuvÇe Engel Gewurztraminer (Alsace);GewÅrztraminer;Domaine Fernand Engel
01/01/2015;Italy;Toscana;Rossoassai;86;$11.00;Tuscany;Luiano 2015 Rossoassai Red (Toscana);Red Blend;Luiano
01/01/2015;Italy;Terre Siciliane;Baglio di Sole;83;$15.00;Sicily & Sardinia;Feudi del Pisciotto 2015 Baglio di Sole Inzolia (Terre Siciliane);Inzolia;Feudi del Pisciotto
01/01/2015;France;Alsace;CuvÇe ThÇo;91;$41.00;Alsace;Domaine Weinbach 2015 CuvÇe ThÇo Gewurztraminer (Alsace);GewÅrztraminer;Domaine Weinbach
01/01/2015;France;Cìtes de Gascogne;Harmonie de Gascogne;85;$11.00;Southwest France;Domaine de Pellehaut 2015 Harmonie de Gascogne White (Cìtes de Gascogne);White Blend;Domaine de Pellehaut
01/01/2015;France;Blaye Cìtes de Bordeaux;CuvÇe Caractäres;88;$13.00;Bordeaux;ChÉteau Haut le Valette 2015 CuvÇe Caractäres (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Haut le Valette
01/01/2015;France;Sancerre;Domaine de Terres Blanches Ch«¶ne Marchand;92;$55.00;Loire Valley;Saget la Perriäre 2015 Domaine de Terres Blanches Ch«¶ne Marchand (Sancerre);Sauvignon Blanc;Saget la Perriäre
01/01/2015;France;Coteaux du Giennois;Champ Gibault;87;$30.00;Loire Valley;Florian Roblin 2015 Champ Gibault Sauvignon Blanc (Coteaux du Giennois);Sauvignon Blanc;Florian Roblin
01/01/2015;France;Alsace;Zotzenberg Grand Cru;93;$40.00;Alsace;Boeckel 2015 Zotzenberg Grand Cru Pinot Gris (Alsace);Pinot Gris;Boeckel
01/01/2015;Italy;Vino da Tavola;A;92;$36.00;Italy Other;Villa Venti 2015 A Centesimino (Vino da Tavola);Centesimino;Villa Venti
01/01/2015;France;Alsace;CuvÇe Laurence;91;$40.00;Alsace;Domaine Weinbach 2015 CuvÇe Laurence Gewurztraminer (Alsace);GewÅrztraminer;Domaine Weinbach
01/01/2015;France;Beaujolais;Quatre Saisons;87;$23.00;Beaujolais;Domaine Chasselay 2015 Quatre Saisons (Beaujolais);Gamay;Domaine Chasselay
01/01/2015;France;Alsace;Herrenweg;88;$15.00;Alsace;Franáois Baur 2015 Herrenweg Pinot Blanc (Alsace);Pinot Blanc;Franáois Baur
01/01/2015;France;Vin de France;La ChÉsse;85;$11.00;France Other;Gabriel Meffre 2015 La ChÉsse Chardonnay (Vin de France);Chardonnay;Gabriel Meffre
01/01/2015;France;Cìtes de Provence La Londe;ChÉteau Saint-HonorÇ;86;$18.00;Provence;Fabre en Provence 2015 ChÉteau Saint-HonorÇ RosÇ (Cìtes de Provence La Londe);RosÇ;Fabre en Provence
01/01/2015;France;Coteaux du Giennois;Fernand & Sons;87;$17.00;Loire Valley;Thibault 2015 Fernand & Sons Sauvignon Blanc (Coteaux du Giennois);Sauvignon Blanc;Thibault
01/01/2015;Italy;Barbera d'Asti;Passum;90;$40.00;Piedmont;Cascina Castlet 2015 Passum (Barbera d'Asti);Barbera;Cascina Castlet
01/01/2015;France;Sancerre;CuvÇe Calcaire;93;$24.00;Loire Valley;Michel Vattan 2015 CuvÇe Calcaire (Sancerre);Sauvignon Blanc;Michel Vattan
01/01/2015;France;Brouilly;Hospices de Belleville;88;$24.00;Beaujolais;Joseph Drouhin 2015 Hospices de Belleville (Brouilly);Gamay;Joseph Drouhin
01/01/2015;Italy;Sicilia;Sur Sur;91;$19.00;Sicily & Sardinia;Donnafugata 2015 Sur Sur Grillo (Sicilia);Grillo;Donnafugata
01/01/2015;Italy;;Terra!;89;$35.00;Central Italy;Villa Papiano 2015 Terra! Albana;Albana;Villa Papiano
01/01/2015;Italy;Gavi;Gold Label;89;$15.00;Piedmont;Tenuta La Marchesa 2015 Gold Label (Gavi);Cortese;Tenuta La Marchesa
01/01/2015;France;Cìtes de Provence;Pur;92;$36.00;Provence;ChÉteau de Berne 2015 Pur RosÇ (Cìtes de Provence);RosÇ;ChÉteau de Berne
01/01/2015;France;Bordeaux Blanc;Made From Organically Grown Grapes;90;$13.00;Bordeaux;Les Hauts de Lagarde 2015 Made From Organically Grown Grapes (Bordeaux Blanc);Bordeaux-style White Blend;Les Hauts de Lagarde
01/01/2015;France;Cìtes de Provence;Quat'Saisons;90;$20.00;Provence;ChÉteau la Mascaronne 2015 Quat'Saisons RosÇ (Cìtes de Provence);RosÇ;ChÉteau la Mascaronne
01/01/2015;France;Alsace;Muenchberg Grand Cru;97;$66.00;Alsace;Domaine Ostertag 2015 Muenchberg Grand Cru Riesling (Alsace);Riesling;Domaine Ostertag
01/01/2015;Italy;Chianti Colli Senesi;Titolato Strozzi;87;$19.00;Tuscany;Guicciardini Strozzi 2015 Titolato Strozzi (Chianti Colli Senesi);Sangiovese;Guicciardini Strozzi
01/01/2015;France;Alsace;Altenberg de Bergheim Grand Cru;94;$36.00;Alsace;Domaine Fernand Engel 2015 Altenberg de Bergheim Grand Cru Gewurztraminer (Alsace);GewÅrztraminer;Domaine Fernand Engel
01/01/2015;France;Cìtes de Gascogne;La Galope;85;$15.00;Southwest France;Domaine de l'HerrÇ 2015 La Galope Chardonnay (Cìtes de Gascogne);Chardonnay;Domaine de l'HerrÇ
01/01/2015;France;JuliÇnas;Beauvernay;93;$25.00;Beaujolais;Domaine Chignard 2015 Beauvernay (JuliÇnas);Gamay;Domaine Chignard
01/01/2015;France;Sancerre;Renaissance Les Grandes Marnes;91;$33.00;Loire Valley;Domaine Benoåt & Mathieu Fleuriet 2015 Renaissance Les Grandes Marnes (Sancerre);Sauvignon Blanc;Domaine Benoåt & Mathieu Fleuriet
01/01/2015;France;Chassagne-Montrachet;Abbaye de Morgeot Premier Cru;92;$105.00;Burgundy;ChÉteau de Santenay 2015 Abbaye de Morgeot Premier Cru (Chassagne-Montrachet);Chardonnay;ChÉteau de Santenay
01/01/2015;France;Alsace;Altenbourg;92;$53.00;Alsace;Domaine Weinbach 2015 Altenbourg Gewurztraminer (Alsace);GewÅrztraminer;Domaine Weinbach
01/01/2015;France;Bordeaux SupÇrieur;CuvÇe Alix;87;$20.00;Bordeaux;ChÉteau Panchille 2015 CuvÇe Alix (Bordeaux SupÇrieur);Bordeaux-style Red Blend;ChÉteau Panchille
01/01/2015;France;Moulin-Ö-Vent;Domaine des Rosiers;90;$24.00;Beaujolais;Georges Duboeuf 2015 Domaine des Rosiers (Moulin-Ö-Vent);Gamay;Georges Duboeuf
01/01/2015;France;Moulin-Ö-Vent;Les Burdelines;93;$21.00;Beaujolais;Domaine de Bel Air 2015 Les Burdelines (Moulin-Ö-Vent);Gamay;Domaine de Bel Air
01/01/2015;France;RosÇ d'Anjou;La Roseraie;83;$11.00;Loire Valley;Marquis de Goulaine 2015 La Roseraie (RosÇ d'Anjou);RosÇ;Marquis de Goulaine
01/01/2015;France;Sancerre;Les Pierris;88;$20.00;Loire Valley;Domaine Roger Champault 2015 Les Pierris (Sancerre);Sauvignon Blanc;Domaine Roger Champault
01/01/2015;France;Alsace;Zinnkoepfle Grand Cru;92;$28.00;Alsace;La Cave des Vignerons de Pfaffenheim 2015 Zinnkoepfle Grand Cru Riesling (Alsace);Riesling;La Cave des Vignerons de Pfaffenheim
01/01/2015;Italy;Bolgheri;Achenio;86;$32.00;Tuscany;Campo alla Sughera 2015 Achenio White (Bolgheri);White Blend;Campo alla Sughera
01/01/2015;Italy;Vernaccia di San Gimignano;Ori Riserva;86;$14.00;Tuscany;Il Palagione 2015 Ori Riserva (Vernaccia di San Gimignano);Vernaccia;Il Palagione
01/01/2015;Italy;Terre Siciliane;Anita;85;$20.00;Sicily & Sardinia;Tenuta dei Mille 2015 Anita Grillo (Terre Siciliane);Grillo;Tenuta dei Mille
01/01/2015;France;Pouilly-FuissÇ;Vers Chanes;91;$44.00;Burgundy;Rijckaert 2015 Vers Chanes (Pouilly-FuissÇ);Chardonnay;Rijckaert
01/01/2015;France;Coteaux du Vendìmois;Gris Bodin;88;$14.00;Loire Valley;Domaine Patrice Colin 2015 Gris Bodin RosÇ (Coteaux du Vendìmois);RosÇ;Domaine Patrice Colin
01/01/2015;France;Menetou-Salon;Premiäre Lune;89;$20.00;Loire Valley;Domaine de l'Hermitage 2015 Premiäre Lune (Menetou-Salon);Sauvignon Blanc;Domaine de l'Hermitage
01/01/2015;France;Cìtes du Tarn;Syrah-Duras;87;$12.00;Southwest France;Domaine D'en SÇgur 2015 Syrah-Duras Red (Cìtes du Tarn);Red Blend;Domaine D'en SÇgur
01/01/2015;France;Vin de France;Les FumÇes Blanches;85;$16.00;France Other;Franáois Lurton 2015 Les FumÇes Blanches RosÇ (Vin de France);RosÇ;Franáois Lurton
